action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,12668746,[],CHEMBL2343890,Inhibition of human recombinant NET expressed in HEK293 cells assessed as inhibition of [3H]NE reuptake,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccccc1O[C@H](c1ccccc1)[C@@H]1CCNC1,,,CHEMBL2331276,Bioorg Med Chem Lett,2013.0,"{'bei': '30.70', 'le': '0.57', 'lle': '5.28', 'sei': '28.53'}",CHEMBL2337587,,CHEMBL2337587,8.70,0,http://www.openphacts.org/units/Nanomolar,1872816,=,1,1,=,,IC50,nM,,1.995,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,pIC50,,UO_0000065,,8.7
,,12668747,[],CHEMBL2343890,Inhibition of human recombinant NET expressed in HEK293 cells assessed as inhibition of [3H]NE reuptake,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccccc1O[C@@H](c1ccccc1)[C@H]1CCNC1,,,CHEMBL2331276,Bioorg Med Chem Lett,2013.0,"{'bei': '33.17', 'le': '0.61', 'lle': '5.98', 'sei': '30.83'}",CHEMBL2337586,,CHEMBL2337586,9.40,0,http://www.openphacts.org/units/Nanomolar,1872815,=,1,1,=,,IC50,nM,,0.3981,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,pIC50,,UO_0000065,,9.4
,,12668748,[],CHEMBL2343890,Inhibition of human recombinant NET expressed in HEK293 cells assessed as inhibition of [3H]NE reuptake,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,,,CHEMBL2331276,Bioorg Med Chem Lett,2013.0,"{'bei': '27.76', 'le': '0.52', 'lle': '5.51', 'sei': '21.90'}",CHEMBL180101,ESREBOXETINE,CHEMBL180101,8.70,0,http://www.openphacts.org/units/Nanomolar,1872814,=,1,1,=,,IC50,nM,,1.995,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,pIC50,,UO_0000065,,8.7
,,12668749,[],CHEMBL2343890,Inhibition of human recombinant NET expressed in HEK293 cells assessed as inhibition of [3H]NE reuptake,B,,,BAO_0000190,BAO_0000219,cell-based format,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,,,CHEMBL2331276,Bioorg Med Chem Lett,2013.0,"{'bei': '29.59', 'le': '0.57', 'lle': '4.17', 'sei': '41.39'}",CHEMBL1175,DULOXETINE,CHEMBL1175,8.80,0,http://www.openphacts.org/units/Nanomolar,1872812,=,1,1,=,,IC50,nM,,1.585,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,pIC50,,UO_0000065,,8.8
,,12668750,[],CHEMBL2343890,Inhibition of human recombinant NET expressed in HEK293 cells assessed as inhibition of [3H]NE reuptake,B,,,BAO_0000190,BAO_0000219,cell-based format,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,,,CHEMBL2331276,Bioorg Med Chem Lett,2013.0,"{'bei': '36.94', 'le': '0.69', 'lle': '7.33', 'sei': '19.64'}",CHEMBL259209,MILNACIPRAN,CHEMBL259209,9.10,0,http://www.openphacts.org/units/Nanomolar,1872813,=,1,1,=,,IC50,nM,,0.7943,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,pIC50,,UO_0000065,,9.1
,,12723948,[],CHEMBL2351257,Inhibition of NET (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,FC(F)(F)c1cc(COCC2(c3ccccc3)CCNCC2)cc(C(F)(F)F)c1,,,CHEMBL2346641,Bioorg Med Chem,2013.0,,CHEMBL422931,,CHEMBL422931,,0,http://www.openphacts.org/units/Nanomolar,1875572,>,1,1,>,,IC50,nM,,1000.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,uM,UO_0000065,,1.0
,,13301498,[],CHEMBL2382971,Displacement of [3H]nisoxetine from human NET expressed in HEK293 cell membranes,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC[C@H]1CCC[C@H]1c1ccc2[nH]cc(C#N)c2c1,,,CHEMBL2380269,Bioorg Med Chem Lett,2013.0,"{'bei': '24.84', 'le': '0.45', 'lle': '3.15', 'sei': '12.19'}",CHEMBL2380972,,CHEMBL2380972,6.29,0,http://www.openphacts.org/units/Nanomolar,1893492,=,1,1,=,,IC50,nM,,510.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,510.0
,Not Determined,13301499,[],CHEMBL2382971,Displacement of [3H]nisoxetine from human NET expressed in HEK293 cell membranes,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)C[C@H]1CCC[C@H]1c1ccc2[nH]cc(C#N)c2c1,,,CHEMBL2380269,Bioorg Med Chem Lett,2013.0,,CHEMBL2380971,,CHEMBL2380971,,0,,1893491,,1,0,,,IC50,,,,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,,,,
,,13301500,[],CHEMBL2382971,Displacement of [3H]nisoxetine from human NET expressed in HEK293 cell membranes,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC[C@@H]1CCC[C@H]1c1ccc2[nH]cc(C#N)c2c1,,,CHEMBL2380269,Bioorg Med Chem Lett,2013.0,"{'bei': '21.44', 'le': '0.39', 'lle': '2.29', 'sei': '10.52'}",CHEMBL2380975,,CHEMBL2380975,5.43,0,http://www.openphacts.org/units/Nanomolar,1893495,=,1,1,=,,IC50,nM,,3700.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,3700.0
,,13301501,[],CHEMBL2382971,Displacement of [3H]nisoxetine from human NET expressed in HEK293 cell membranes,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)C[C@@H]1CCC[C@H]1c1ccc2[nH]cc(C#N)c2c1,,,CHEMBL2380269,Bioorg Med Chem Lett,2013.0,"{'bei': '19.02', 'le': '0.35', 'lle': '1.61', 'sei': '11.88'}",CHEMBL2380980,,CHEMBL2380980,5.09,0,http://www.openphacts.org/units/Nanomolar,1893500,=,1,1,=,,IC50,nM,,8200.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,8200.0
,Not Determined,13301502,[],CHEMBL2382971,Displacement of [3H]nisoxetine from human NET expressed in HEK293 cell membranes,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)C[C@H]1C[C@@H]1Cc1ccc2[nH]cc(C#N)c2c1,,,CHEMBL2380269,Bioorg Med Chem Lett,2013.0,,CHEMBL2380979,,CHEMBL2380979,,0,,1893499,,1,0,,,IC50,,,,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,,,,
,Not Determined,13301503,[],CHEMBL2382971,Displacement of [3H]nisoxetine from human NET expressed in HEK293 cell membranes,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)C[C@@H]1C[C@H]1c1ccc2[nH]cc(C#N)c2c1,,,CHEMBL2380269,Bioorg Med Chem Lett,2013.0,,CHEMBL2380983,,CHEMBL2380983,,0,,1893504,,1,0,,,IC50,,,,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,,,,
,,13325583,[],CHEMBL2389182,Displacement of [3H]Nisoxetine from human NET transfected in HEK293 cells after 3 hrs by Wallac counting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,,,CHEMBL2384999,ACS Med Chem Lett,2013.0,"{'bei': '29.99', 'le': '0.56', 'lle': '5.62', 'sei': '15.94'}",CHEMBL259209,MILNACIPRAN,CHEMBL259209,7.39,0,http://www.openphacts.org/units/Nanomolar,1896449,=,1,1,=,,IC50,nM,,41.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,41.0
,,13325584,[],CHEMBL2389182,Displacement of [3H]Nisoxetine from human NET transfected in HEK293 cells after 3 hrs by Wallac counting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,,,CHEMBL2384999,ACS Med Chem Lett,2013.0,"{'bei': '22.11', 'le': '0.42', 'lle': '3.09', 'sei': '13.33'}",CHEMBL1118,DESVENLAFAXINE,CHEMBL1118,5.82,0,http://www.openphacts.org/units/Nanomolar,1896448,=,1,1,=,,IC50,nM,,1500.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,1500.0
,,13325585,[],CHEMBL2389182,Displacement of [3H]Nisoxetine from human NET transfected in HEK293 cells after 3 hrs by Wallac counting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,,,CHEMBL2384999,ACS Med Chem Lett,2013.0,"{'bei': '22.23', 'le': '0.42', 'lle': '3.13', 'sei': '18.86'}",CHEMBL637,VENLAFAXINE,CHEMBL637,6.17,0,http://www.openphacts.org/units/Nanomolar,1896447,=,1,1,=,,IC50,nM,,680.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,680.0
,,13325586,[],CHEMBL2389182,Displacement of [3H]Nisoxetine from human NET transfected in HEK293 cells after 3 hrs by Wallac counting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,,,CHEMBL2384999,ACS Med Chem Lett,2013.0,"{'bei': '25.34', 'le': '0.49', 'lle': '2.91', 'sei': '35.45'}",CHEMBL1175,DULOXETINE,CHEMBL1175,7.54,0,http://www.openphacts.org/units/Nanomolar,1896446,=,1,1,=,,IC50,nM,,29.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,29.0
,,13325587,[],CHEMBL2389182,Displacement of [3H]Nisoxetine from human NET transfected in HEK293 cells after 3 hrs by Wallac counting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(O[C@@H](CC(C)C)[C@H]2CCNC2)c(C)n1,,,CHEMBL2384999,ACS Med Chem Lett,2013.0,"{'bei': '29.31', 'le': '0.56', 'lle': '5.36', 'sei': '18.81'}",CHEMBL2386162,,CHEMBL2386162,8.16,0,http://www.openphacts.org/units/Nanomolar,1896440,=,1,1,=,,IC50,nM,,6.9,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,6.9
,,13336154,[],CHEMBL2394811,Binding affinity to human nonepinephrine transporter by radioligand displacement assay,B,,,BAO_0000190,BAO_0000357,single protein format,CNCCCC1c2ccccc2C=Cc2ccccc21,,,CHEMBL2390917,Bioorg Med Chem,2013.0,"{'bei': '32.66', 'le': '0.59', 'lle': '4.30', 'sei': '71.51'}",CHEMBL668,PROTRIPTYLINE,CHEMBL668,8.60,0,http://www.openphacts.org/units/Nanomolar,1898581,=,1,1,=,,IC50,nM,,2.5,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,2.5
,,13336333,[],CHEMBL2393682,Inhibition of [3H]norepinephrine uptake at human NET expressed in HEK293 cells preincubated for 10 mins prior to substrate addition measured after 4 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CCN(CC=C)CCc1c[nH]c2ccc(OC)cc12,,,CHEMBL2390840,Bioorg Med Chem Lett,2013.0,"{'bei': '16.16', 'le': '0.30', 'lle': '0.98', 'sei': '15.46'}",CHEMBL2391541,,CHEMBL2391541,4.37,0,http://www.openphacts.org/units/Nanomolar,1899305,=,1,1,=,,IC50,nM,,42657.95,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,pIC50,,UO_0000065,,4.37
,,13336335,[],CHEMBL2393682,Inhibition of [3H]norepinephrine uptake at human NET expressed in HEK293 cells preincubated for 10 mins prior to substrate addition measured after 4 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(N)Cc1c[nH]c2ccccc12,,,CHEMBL2390840,Bioorg Med Chem Lett,2013.0,"{'bei': '31.16', 'le': '0.57', 'lle': '3.37', 'sei': '12.99'}",CHEMBL30713,,CHEMBL30713,5.43,0,http://www.openphacts.org/units/Nanomolar,1899304,=,1,1,=,,IC50,nM,,3715.35,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,pIC50,,UO_0000065,,5.43
,,13336337,[],CHEMBL2393682,Inhibition of [3H]norepinephrine uptake at human NET expressed in HEK293 cells preincubated for 10 mins prior to substrate addition measured after 4 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,,,CHEMBL2390840,Bioorg Med Chem Lett,2013.0,"{'bei': '18.38', 'le': '0.35', 'lle': '2.06', 'sei': '15.60'}",CHEMBL637,VENLAFAXINE,CHEMBL637,5.10,0,http://www.openphacts.org/units/Nanomolar,1899303,=,1,1,=,,IC50,nM,,7943.28,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,pIC50,,UO_0000065,,5.1
,,13336339,[],CHEMBL2393682,Inhibition of [3H]norepinephrine uptake at human NET expressed in HEK293 cells preincubated for 10 mins prior to substrate addition measured after 4 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CN1Cc2c(N)cccc2C(c2ccccc2)C1,,,CHEMBL2390840,Bioorg Med Chem Lett,2013.0,"{'bei': '26.01', 'le': '0.47', 'lle': '3.35', 'sei': '21.19'}",CHEMBL273575,NOMIFENSINE,CHEMBL273575,6.20,0,http://www.openphacts.org/units/Nanomolar,1899302,=,1,1,=,,IC50,nM,,630.96,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,pIC50,,UO_0000065,,6.2
,,13336341,[],CHEMBL2393682,Inhibition of [3H]norepinephrine uptake at human NET expressed in HEK293 cells preincubated for 10 mins prior to substrate addition measured after 4 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(C)Cc1ccc2c(c1)OCO2,,,CHEMBL2390840,Bioorg Med Chem Lett,2013.0,"{'bei': '29.50', 'le': '0.56', 'lle': '4.13', 'sei': '18.69'}",CHEMBL43048,MIDOMAFETAMINE,CHEMBL43048,5.70,0,http://www.openphacts.org/units/Nanomolar,1899301,=,1,1,=,,IC50,nM,,1995.26,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,pIC50,,UO_0000065,,5.7
,,13336343,[],CHEMBL2393682,Inhibition of [3H]norepinephrine uptake at human NET expressed in HEK293 cells preincubated for 10 mins prior to substrate addition measured after 4 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(N)Cc1ccc2c(c1)OCO2,,,CHEMBL2390840,Bioorg Med Chem Lett,2013.0,"{'bei': '30.69', 'le': '0.58', 'lle': '4.19', 'sei': '12.37'}",CHEMBL6731,TENAMFETAMINE,CHEMBL6731,5.50,0,http://www.openphacts.org/units/Nanomolar,1899300,=,1,1,=,,IC50,nM,,3162.28,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,pIC50,,UO_0000065,,5.5
,,13336345,[],CHEMBL2393682,Inhibition of [3H]norepinephrine uptake at human NET expressed in HEK293 cells preincubated for 10 mins prior to substrate addition measured after 4 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,,,CHEMBL2390840,Bioorg Med Chem Lett,2013.0,"{'bei': '16.81', 'le': '0.32', 'lle': '0.76', 'sei': '24.46'}",CHEMBL41,FLUOXETINE,CHEMBL41,5.20,0,http://www.openphacts.org/units/Nanomolar,1899299,=,1,1,=,,IC50,nM,,6309.57,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,pIC50,,UO_0000065,,5.2
,,13336347,[],CHEMBL2393682,Inhibition of [3H]norepinephrine uptake at human NET expressed in HEK293 cells preincubated for 10 mins prior to substrate addition measured after 4 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,,,CHEMBL2390840,Bioorg Med Chem Lett,2013.0,"{'bei': '17.14', 'le': '0.32', 'lle': '3.33', 'sei': '9.31'}",CHEMBL370805,COCAINE,CHEMBL370805,5.20,0,http://www.openphacts.org/units/Nanomolar,1899298,=,1,1,=,,IC50,nM,,6309.57,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,pIC50,,UO_0000065,,5.2
,,13336349,[],CHEMBL2393682,Inhibition of [3H]norepinephrine uptake at human NET expressed in HEK293 cells preincubated for 10 mins prior to substrate addition measured after 4 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@H](N)Cc1ccccc1,,,CHEMBL2390840,Bioorg Med Chem Lett,2013.0,"{'bei': '45.85', 'le': '0.85', 'lle': '4.62', 'sei': '23.83'}",CHEMBL612,DEXTROAMPHETAMINE,CHEMBL612,6.20,0,http://www.openphacts.org/units/Nanomolar,1899297,=,1,1,=,,IC50,nM,,630.96,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,pIC50,,UO_0000065,,6.2
,,13336351,[],CHEMBL2393682,Inhibition of [3H]norepinephrine uptake at human NET expressed in HEK293 cells preincubated for 10 mins prior to substrate addition measured after 4 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCC=C1c2ccccc2CCc2ccccc21,,,CHEMBL2390840,Bioorg Med Chem Lett,2013.0,"{'bei': '20.51', 'le': '0.37', 'lle': '1.52', 'sei': '175.62'}",CHEMBL629,AMITRIPTYLINE,CHEMBL629,5.69,0,http://www.openphacts.org/units/Nanomolar,1899296,=,1,1,=,,IC50,nM,,2041.74,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,pIC50,,UO_0000065,,5.69
,,13340344,[],CHEMBL2394332,Displacement of [125I]RTI55 from human recombinant norepinephrine transporter expressed in MDCK cells after 3 hrs,B,,,BAO_0000190,BAO_0000219,cell-based format,CNCCCN1c2ccccc2CCc2ccccc21,,,CHEMBL2390918,Bioorg Med Chem Lett,2013.0,"{'bei': '33.90', 'le': '0.62', 'lle': '5.50', 'sei': '59.15'}",CHEMBL72,DESIPRAMINE,CHEMBL72,9.03,1,http://www.openphacts.org/units/Nanomolar,1899720,=,1,1,=,,IC50,nM,,0.93,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,0.93
,,13342056,[],CHEMBL2394912,Binding affinity to human norepinephrine transporter by radioligand displacement assay,B,,,BAO_0000190,BAO_0000357,single protein format,CNCCCC1c2ccccc2C=Cc2ccccc21,,,CHEMBL2390830,Eur J Med Chem,2013.0,"{'bei': '32.95', 'le': '0.59', 'lle': '4.38', 'sei': '72.13'}",CHEMBL668,PROTRIPTYLINE,CHEMBL668,8.68,0,http://www.openphacts.org/units/Nanomolar,1900568,=,1,1,=,,IC50,nM,,2.1,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,10'-9M,UO_0000065,,2.1
,,13391293,[],CHEMBL2411004,Displacement of [3H]-norepinephrine from human NET expressed in CHO cells by TopCounting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,CS(=O)(=O)CC(c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl,,,CHEMBL2406994,Bioorg Med Chem,2013.0,"{'bei': '19.92', 'le': '0.46', 'lle': '3.58', 'sei': '14.51'}",CHEMBL2407321,,CHEMBL3039917,6.70,0,http://www.openphacts.org/units/Nanomolar,1907499,=,1,1,=,,IC50,nM,,200.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,200.0
,,13391301,[],CHEMBL2411004,Displacement of [3H]-norepinephrine from human NET expressed in CHO cells by TopCounting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COCC(c1ccc(Cl)cc1)C1CCNCC1.Cl,,,CHEMBL2406994,Bioorg Med Chem,2013.0,"{'bei': '27.14', 'le': '0.55', 'lle': '3.82', 'sei': '32.39'}",CHEMBL2407330,,CHEMBL3040132,6.89,0,http://www.openphacts.org/units/Nanomolar,1907508,=,1,1,=,,IC50,nM,,130.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,130.0
,,13391303,[],CHEMBL2411004,Displacement of [3H]-norepinephrine from human NET expressed in CHO cells by TopCounting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)OC(=O)C(c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl,,,CHEMBL2406994,Bioorg Med Chem,2013.0,"{'bei': '20.89', 'le': '0.45', 'lle': '3.82', 'sei': '16.65'}",CHEMBL2407324,,CHEMBL3039973,6.92,0,http://www.openphacts.org/units/Nanomolar,1907502,=,1,1,=,,IC50,nM,,120.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,120.0
,,13391306,[],CHEMBL2411004,Displacement of [3H]-norepinephrine from human NET expressed in CHO cells by TopCounting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Cl.OCC(c1ccc(Cl)c(Cl)c1)C1CCNCC1,,,CHEMBL2406994,Bioorg Med Chem,2013.0,"{'bei': '25.38', 'le': '0.56', 'lle': '3.89', 'sei': '21.57'}",CHEMBL2407335,,CHEMBL3039969,6.96,0,http://www.openphacts.org/units/Nanomolar,1907513,=,1,1,=,,IC50,nM,,110.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,110.0
,,13391308,[],CHEMBL2411004,Displacement of [3H]-norepinephrine from human NET expressed in CHO cells by TopCounting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COCC(c1cccc(Cl)c1)C1CCNCC1.Cl,,,CHEMBL2406994,Bioorg Med Chem,2013.0,"{'bei': '27.62', 'le': '0.56', 'lle': '3.94', 'sei': '32.97'}",CHEMBL2407329,,CHEMBL3039984,7.01,0,http://www.openphacts.org/units/Nanomolar,1907507,=,1,1,=,,IC50,nM,,98.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,98.0
,,13391318,[],CHEMBL2411004,Displacement of [3H]-norepinephrine from human NET expressed in CHO cells by TopCounting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COCC(c1ccc(F)c(Cl)c1)C1CCNCC1.Cl,,,CHEMBL2406994,Bioorg Med Chem,2013.0,"{'bei': '26.33', 'le': '0.54', 'lle': '3.94', 'sei': '33.65'}",CHEMBL2407331,,CHEMBL3039972,7.16,0,http://www.openphacts.org/units/Nanomolar,1907509,=,1,1,=,,IC50,nM,,70.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,70.0
,,13391325,[],CHEMBL2411004,Displacement of [3H]-norepinephrine from human NET expressed in CHO cells by TopCounting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(=O)C(c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl,,,CHEMBL2406994,Bioorg Med Chem,2013.0,"{'bei': '25.70', 'le': '0.56', 'lle': '3.69', 'sei': '25.28'}",CHEMBL2407325,,CHEMBL3039823,7.36,0,http://www.openphacts.org/units/Nanomolar,1907503,=,1,1,=,,IC50,nM,,44.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,44.0
,,13391331,[],CHEMBL2411004,Displacement of [3H]-norepinephrine from human NET expressed in CHO cells by TopCounting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COCC(c1ccc2ccccc2c1)C1CCNCC1.Cl,,,CHEMBL2406994,Bioorg Med Chem,2013.0,"{'bei': '27.63', 'le': '0.51', 'lle': '3.87', 'sei': '35.01'}",CHEMBL2407328,,CHEMBL3039824,7.44,0,http://www.openphacts.org/units/Nanomolar,1907506,=,1,1,=,,IC50,nM,,36.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,36.0
,,13391336,[],CHEMBL2411004,Displacement of [3H]-norepinephrine from human NET expressed in CHO cells by TopCounting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,CCC(=O)C(c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl,,,CHEMBL2406994,Bioorg Med Chem,2013.0,"{'bei': '25.16', 'le': '0.54', 'lle': '3.49', 'sei': '25.95'}",CHEMBL2407326,,CHEMBL3039983,7.55,0,http://www.openphacts.org/units/Nanomolar,1907504,=,1,1,=,,IC50,nM,,28.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,28.0
,,13391337,[],CHEMBL2411004,Displacement of [3H]-norepinephrine from human NET expressed in CHO cells by TopCounting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOCC(c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl,,,CHEMBL2406994,Bioorg Med Chem,2013.0,"{'bei': '24.99', 'le': '0.54', 'lle': '3.44', 'sei': '35.53'}",CHEMBL2407337,,CHEMBL3039914,7.55,0,http://www.openphacts.org/units/Nanomolar,1907515,=,1,1,=,,IC50,nM,,28.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,28.0
,,13391340,[],CHEMBL2411004,Displacement of [3H]-norepinephrine from human NET expressed in CHO cells by TopCounting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl,,,CHEMBL2406994,Bioorg Med Chem,2013.0,"{'bei': '29.44', 'le': '0.65', 'lle': '3.50', 'sei': '63.19'}",CHEMBL2407334,,CHEMBL3039840,7.60,0,http://www.openphacts.org/units/Nanomolar,1907512,=,1,1,=,,IC50,nM,,25.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,25.0
,,13391345,[],CHEMBL2411004,Displacement of [3H]-norepinephrine from human NET expressed in CHO cells by TopCounting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCC(=O)C(c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl,,,CHEMBL2406994,Bioorg Med Chem,2013.0,"{'bei': '24.37', 'le': '0.52', 'lle': '3.21', 'sei': '26.31'}",CHEMBL2407327,,CHEMBL3039971,7.66,0,http://www.openphacts.org/units/Nanomolar,1907505,=,1,1,=,,IC50,nM,,22.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,22.0
,,13391346,[],CHEMBL2411004,Displacement of [3H]-norepinephrine from human NET expressed in CHO cells by TopCounting analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COC[C@@H](c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl,,,CHEMBL2406994,Bioorg Med Chem,2013.0,"{'bei': '26.64', 'le': '0.58', 'lle': '3.96', 'sei': '36.11'}",CHEMBL2407333,,CHEMBL3040135,7.68,0,http://www.openphacts.org/units/Nanomolar,1907511,=,1,1,=,,IC50,nM,,21.0,CHEMBL222,Homo sapiens,Norepinephrine transporter,9606,,,IC50,nM,UO_0000065,,21.0
